Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
FARM_3798,Uttar Pradesh,Agra,Wheat,Rabi,4.5,353.5,23.9,52.5,6,6.11,32.8,123,41,44,Canal,181,3.3,89,6.12,27.13,16365,342878,443982,101104,4664.5,13.12,56
FARM_3799,Tamil Nadu,Madurai,Wheat,Rabi,10.3,477.8,20.8,53.5,7.4,6.3,53.5,97,39,25,Drip,203,2.1,81,4.47,40.4,14205,468633,573882,105249,6018.3,7.43,38.9
FARM_3800,Gujarat,Surat,Mustard,Rabi,10.2,512.4,25.4,71.8,7.8,6.95,45,104,53,42,Drip,164,2.5,78,4.92,50.59,15668,614112,792644,178532,5504.4,8.94,39.6
FARM_3801,Karnataka,Shimoga,Gram,Rabi,7.8,491.2,22,61.1,7.5,7.19,44.7,155,78,27,Drip,197,0.6,74,4.77,38.33,13632,485839,522515,36676,5546.7,8.6,41.1
FARM_3802,Tamil Nadu,Coimbatore,Gram,Rabi,6.6,454.8,16.5,54.4,7.4,6.33,53.2,126,35,43,Canal,147,1.8,85,4.4,30.54,15005,369498,458253,88755,5703.4,7.71,38.5
FARM_3803,Andhra Pradesh,Chittoor,Barley,Rabi,9.8,393.5,27.1,73.5,6.1,6.33,45,142,85,64,Tube Well,159,2.8,76,6.84,59.46,14159,666776,841894,175118,5907.4,11.58,38.2
FARM_3804,Uttar Pradesh,Kanpur,Wheat,Rabi,6.6,356.1,23.5,49.8,6.3,7.49,49.6,99,66,41,Drip,167,2.2,92,4.32,25.97,14655,362709,380590,17881,6813.4,6.34,47.6
FARM_3805,Punjab,Jalandhar,Gram,Rabi,6.7,344,25.3,57.4,6.2,6.49,40.2,117,53,39,Tube Well,165,1.3,74,5.64,35.95,14556,434410,523288,88878,4555.4,12.38,46.4
FARM_3806,Tamil Nadu,Tiruchirappalli,Mustard,Rabi,7.4,408.9,22.9,51.1,8.4,6.52,33.3,117,34,36,Sprinkler,151,3.6,70,2.01,14.93,15775,176972,235521,58549,5466,3.68,45.9
FARM_3807,Telangana,Medak,Wheat,Rabi,8.6,466,22.7,62.2,5.3,6.09,36.2,119,35,62,Drip,234,3.7,87,5.39,46.12,14959,523391,689909,166518,7338.5,7.34,53.2
FARM_3808,Haryana,Karnal,Mustard,Rabi,6,403.7,21.1,67,6.7,6.79,38.1,137,59,36,Sprinkler,215,2.9,75,5.2,33.52,15284,397933,512320,114387,5623.6,9.25,21.5
FARM_3809,Punjab,Ludhiana,Gram,Rabi,9.6,343.8,22.6,54.9,6.5,6.33,46.6,118,62,61,Tube Well,165,2.2,82,4.99,40.74,14252,440996,580626,139630,6038.1,8.26,39.8
FARM_3810,Maharashtra,Nashik,Wheat,Rabi,8.4,531.1,24.6,78.6,7.3,7.65,43.5,129,55,31,Drip,199,2.4,86,2.8,23.12,15690,307013,362753,55740,6627.7,4.22,43.3
FARM_3811,Andhra Pradesh,Krishna,Mustard,Rabi,6.9,221.7,25.7,64.2,6.1,7.83,39.1,125,56,38,Tube Well,195,2.7,84,6.06,41.52,16264,542600,675281,132681,5303.6,11.43,36.7
FARM_3812,Gujarat,Vadodara,Potato,Rabi,6.8,363.8,25,46.8,6.9,6.25,42.3,81,30,26,Drip,104,1.8,87,6.01,43.2,14675,500347,633960,133613,5863.4,10.25,57.5
FARM_3813,Uttar Pradesh,Lucknow,Gram,Rabi,6.6,484.7,21.7,60,7.5,6.47,40.5,124,51,47,Drip,156,2.1,86,6.42,44.8,13352,580597,598170,17573,6020.5,10.66,46.4
FARM_3814,Haryana,Ambala,Barley,Rabi,6.9,476.9,29.6,55.7,7.1,6.15,51.4,83,63,45,Drip,174,2.1,81,4.18,27.46,13934,325159,382628,57469,8433.2,4.96,51.2
FARM_3815,Haryana,Karnal,Wheat,Rabi,7.2,519.6,22.3,63.8,7.2,6.95,46.5,131,65,57,Sprinkler,155,1.5,84,4.81,33.46,13227,413935,442575,28640,5104.3,9.42,39.6
FARM_3816,Uttar Pradesh,Meerut,Mustard,Rabi,9.7,547.4,25.4,54.9,6,8.04,36.3,88,34,50,Canal,152,2.1,79,5.72,57.14,14941,748376,853729,105353,6569.8,8.71,50.4
FARM_3817,Madhya Pradesh,Bhopal,Wheat,Rabi,9,380.5,20,58,6.5,6.5,47.6,108,48,54,Sprinkler,170,2.2,84,6.83,59.16,14864,735479,879354,143875,5481.4,12.46,42.9
FARM_3818,Uttar Pradesh,Meerut,Barley,Rabi,7.3,424.6,21.3,58.2,7.3,6.66,44.9,118,40,37,Tube Well,136,2.6,80,5.05,36.87,13534,495794,498999,3205,4354.1,11.6,31
FARM_3819,Gujarat,Surat,Mustard,Rabi,5.1,404.6,19.2,58.7,9,6.7,37.3,110,59,47,Tube Well,182,3.2,88,5.99,32.82,12569,397689,412515,14826,6962.9,8.6,38.5
FARM_3820,Telangana,Rangareddy,Potato,Rabi,7.4,476.2,24.4,58.9,7,6.71,36.9,124,44,43,Tube Well,224,2.1,81,6.27,43.5,14848,516763,645888,129125,4259,14.72,41.4
FARM_3821,Karnataka,Belagavi,Gram,Rabi,7.2,451.8,24.4,62.1,6.9,7.14,40.1,115,56,51,Tube Well,220,2.6,90,5.47,37.64,14959,469859,563057,93198,6711.5,8.15,37.9
FARM_3822,Uttar Pradesh,Meerut,Barley,Rabi,9,473.4,26.1,52.6,6.5,7.46,42.2,152,68,31,Canal,198,2.1,79,4.54,39.93,15676,493663,625943,132280,4795.6,9.47,37.2
FARM_3823,Uttar Pradesh,Lucknow,Potato,Rabi,7.5,434.5,18.9,47.8,8.2,6.41,48.2,117,67,55,Sprinkler,167,2,83,7,49.57,17848,674794,884725,209931,5072.2,13.8,45.4
FARM_3824,Uttar Pradesh,Agra,Gram,Rabi,7.9,358.4,24.6,54.7,8.5,7.05,38.4,136,65,38,Tube Well,263,3.2,85,5.29,44.16,15110,531199,667258,136059,6059.2,8.73,51.2
FARM_3825,Maharashtra,Nashik,Potato,Rabi,10.2,460,25.8,57.6,7.5,6.82,55.3,126,45,72,Canal,162,2.7,72,4.23,44.54,15509,571054,690771,119717,5628.8,7.51,40.8
FARM_3826,Uttar Pradesh,Agra,Mustard,Rabi,10.6,365.2,22.4,66,7.2,6.98,39.7,136,44,42,Canal,237,2.2,83,4.2,45.24,13644,563302,617255,53953,6707.6,6.26,34.4
FARM_3827,Maharashtra,Nashik,Mustard,Rabi,7,406.7,25.3,61.7,7.9,7.39,38.2,120,51,39,Drip,194,2.3,82,4.3,31.09,15733,392850,489139,96289,7190,5.98,32.8
FARM_3828,Haryana,Rohtak,Gram,Rabi,7.7,443.5,23.7,58,6.6,6.23,33.9,117,21,42,Canal,192,2.5,84,4.8,38.34,15681,541740,601210,59470,5126.3,9.36,30.8
FARM_3829,Tamil Nadu,Thanjavur,Barley,Rabi,6.5,497.4,20.2,62.1,7.7,6.63,64.5,121,59,31,Rainfed,217,2.1,68,6.26,43.79,15271,519170,668717,149547,6931.5,9.03,47.9
FARM_3830,Telangana,Rangareddy,Wheat,Rabi,9.1,391.3,24.1,73.9,5.8,6.15,56,108,58,50,Tube Well,160,2.4,71,5.99,54.01,14299,697545,772289,74744,6959,8.61,42
FARM_3831,Haryana,Karnal,Gram,Rabi,7.4,471.6,27.5,51.3,6.8,6.55,46,110,61,51,Sprinkler,164,2.8,85,5.48,38.87,15267,469558,593428,123870,5862.3,9.35,36.6
FARM_3832,Telangana,Nalgonda,Gram,Rabi,5.7,589.3,23.3,64.3,9,7,56.2,136,61,32,Tube Well,216,2.7,89,6.05,36.66,15101,443581,553603,110022,5427.9,11.15,51.6
FARM_3833,Telangana,Medak,Wheat,Rabi,7,416.7,25.1,53.1,6.7,7.23,49.8,134,55,30,Rainfed,171,3,79,5.51,37.81,16412,454986,620538,165552,7028.4,7.84,43.1
FARM_3834,Andhra Pradesh,Chittoor,Barley,Rabi,7.1,366.2,21.4,70.8,8.2,6.73,46.3,95,44,46,Rainfed,159,2.2,83,5.98,44.49,16050,586816,714065,127249,6454.1,9.27,35.3
FARM_3835,Gujarat,Rajkot,Potato,Rabi,3.3,505.4,21,59.7,8,6.65,35.9,68,70,50,Rainfed,195,1.8,80,5.51,19.82,17321,289997,343302,53305,6130.4,8.99,30.9
FARM_3836,Punjab,Amritsar,Gram,Rabi,6.9,539.1,26.5,52.8,7.8,6.41,40.3,118,72,63,Drip,149,1.8,77,5.73,42.86,14531,504503,622799,118296,5770.2,9.93,28
FARM_3837,Uttar Pradesh,Meerut,Wheat,Rabi,7.2,455.6,22.5,54.3,8.8,6.63,63.6,101,51,57,Rainfed,210,1.9,83,5.02,37.41,13794,463515,516034,52519,6032,8.32,25.2
FARM_3838,Karnataka,Dharwad,Mustard,Rabi,8.5,394.7,20.8,53.2,8,6.88,48.8,163,61,45,Sprinkler,136,2.4,90,5.42,48.75,15386,622722,750068,127346,3861.1,14.04,41.5
FARM_3839,Karnataka,Dharwad,Wheat,Rabi,7.9,446.9,23.6,60.2,6.2,6.46,37.6,155,63,60,Sprinkler,182,2.7,91,6.15,47.5,15682,599551,744895,145344,5182.9,11.87,51
FARM_3840,Punjab,Jalandhar,Barley,Rabi,8.8,424,20.2,52,7.4,7.03,35.6,143,63,36,Canal,106,2.2,89,4.19,35.64,14313,479354,510115,30761,6275.7,6.68,39.1
FARM_3841,Tamil Nadu,Thanjavur,Gram,Rabi,9.3,481.7,24,61.8,7.1,7.23,29.9,145,47,38,Tube Well,176,1.3,93,5.22,48.56,15486,627422,752000,124578,5529.3,9.44,35.6
FARM_3842,Haryana,Kurukshetra,Potato,Rabi,6.1,392.1,21.8,60,5.6,6.44,37.2,94,54,36,Tube Well,182,3.3,76,5.26,31.53,15762,436333,496976,60643,6572.8,8,46.3
FARM_3843,Gujarat,Ahmedabad,Potato,Rabi,10,412.7,22.9,80.5,7.1,6.66,54.1,131,68,42,Tube Well,231,1.7,78,4.92,52.3,15478,680496,809499,129003,4527.9,10.87,56.8
FARM_3844,Andhra Pradesh,Kurnool,Gram,Rabi,9.2,358.9,22.6,49.4,6.4,6.38,45.6,118,50,30,Drip,169,2.3,85,3.39,29.81,15723,412833,468703,55870,5904.6,5.74,34.9
FARM_3845,Karnataka,Belagavi,Barley,Rabi,6.3,402.2,26,61.8,8,6.24,50.3,140,63,32,Rainfed,208,2.6,77,4.08,25.6,13272,313393,339763,26370,5011.1,8.14,56.1
FARM_3846,Punjab,Jalandhar,Gram,Rabi,5.2,416.5,20.9,56.8,6.9,7.28,34.2,143,27,53,Tube Well,232,1.3,84,4.37,22.15,14810,313873,328042,14169,7982.3,5.47,49.1
FARM_3847,Andhra Pradesh,Kurnool,Mustard,Rabi,9,408.1,22.6,64,6.7,6.83,39.5,109,20,46,Sprinkler,182,2.2,78,5.54,44.05,16275,514211,716914,202703,5286.9,10.48,48.2
FARM_3848,Karnataka,Belagavi,Potato,Rabi,10,461.2,22.5,54.5,7.9,6.95,30.2,115,44,49,Tube Well,170,2.6,84,5.92,61.95,14451,785380,895239,109859,5124,11.55,27.8
FARM_3849,Haryana,Kurukshetra,Potato,Rabi,8.4,336.1,23.5,63.6,6.5,7.05,33.6,131,53,47,Drip,165,2.4,80,5.23,42.73,15615,447808,667229,219421,5332.5,9.81,39.6
FARM_3850,Punjab,Jalandhar,Wheat,Rabi,8.2,451.7,21.5,51.8,4.9,7.02,44.6,135,41,53,Rainfed,182,2.3,89,4.82,40.02,15180,433403,607504,174101,6784.5,7.1,48.1
FARM_3851,Punjab,Ludhiana,Wheat,Rabi,6.2,419.3,20.3,64.4,8.3,7.33,37.1,124,46,61,Tube Well,254,2.6,84,9.21,53.75,16003,835384,860161,24777,5168.6,17.82,42.8
FARM_3852,Andhra Pradesh,Guntur,Potato,Rabi,3.2,399,24.6,62.6,7.5,6.3,44.1,106,46,62,Canal,238,2.8,86,4.49,14.46,15276,179599,220891,41292,5587.6,8.04,46.5
FARM_3853,Gujarat,Junagadh,Potato,Rabi,9.2,416.5,21.1,66,8.3,6.95,59.5,171,48,30,Rainfed,172,2.2,75,5.03,46.06,16047,593465,739125,145660,5518.7,9.11,42.3
FARM_3854,Maharashtra,Aurangabad,Wheat,Rabi,9.9,431.6,19.2,70.3,6,7.4,37.1,57,54,53,Sprinkler,197,1.8,86,5.72,60.42,17328,795054,1046958,251904,5431.3,10.53,39.9
FARM_3855,Uttar Pradesh,Lucknow,Potato,Rabi,6.2,437,22.7,68.2,7.3,7.01,41.4,170,51,43,Canal,233,2.7,86,5.02,31.6,15883,352428,501903,149475,5311.1,9.45,34.1
FARM_3856,Haryana,Kurukshetra,Mustard,Rabi,8.5,372.4,28,51.4,7.4,6.39,52.8,141,49,48,Canal,213,2.6,78,4.87,45.31,16049,516666,727180,210514,5595.3,8.7,34.5
FARM_3857,Maharashtra,Solapur,Potato,Rabi,7,505.1,21.3,72.7,6.7,6.84,53.4,123,48,59,Rainfed,180,1.8,81,5.43,34.67,14466,453899,501536,47637,5995.8,9.06,44.7
FARM_3858,Tamil Nadu,Salem,Barley,Rabi,7.1,496,20.6,43.1,6.7,6.37,41.8,98,47,30,Sprinkler,199,1.9,93,5.36,38.26,14101,555666,539504,-16162,5795.8,9.25,44.5
FARM_3859,Telangana,Rangareddy,Wheat,Rabi,6.3,494.6,24.8,62.6,7.8,5.78,41.2,172,56,30,Canal,216,2.6,86,3.74,23.5,15888,288505,373368,84863,5252.1,7.12,50
FARM_3860,Haryana,Ambala,Barley,Rabi,11.5,333.1,22.7,61,7.1,6.35,40.6,104,46,53,Rainfed,183,3.1,89,4.72,53.12,14600,634790,775552,140762,5216.5,9.05,30.8
FARM_3861,Uttar Pradesh,Kanpur,Gram,Rabi,10.8,516.8,25.7,59.2,7.3,6.63,48.5,149,68,47,Canal,183,2.5,87,4.75,54.87,14051,671181,770978,99797,6575,7.22,46.6
FARM_3862,Andhra Pradesh,Krishna,Gram,Rabi,5.1,297.1,22.3,68.5,10.5,5.85,46.3,89,61,51,Tube Well,180,1.8,83,4.37,23.17,14763,305576,342059,36483,6869.6,6.36,50
FARM_3863,Gujarat,Junagadh,Potato,Rabi,7.7,475.7,28.3,45.4,6.3,6.34,48.4,85,27,60,Rainfed,184,2.4,84,5.64,43.29,19169,570372,829826,259454,6195.8,9.1,39.7
FARM_3864,Karnataka,Mysuru,Mustard,Rabi,6.2,504,19.9,49.6,7.9,6.82,47.8,147,49,35,Canal,169,2.3,91,4.59,25.9,18796,346337,486816,140479,5879.1,7.81,39.6
FARM_3865,Punjab,Patiala,Potato,Rabi,11.2,423.4,24.1,60.7,6.9,6.76,39.1,101,59,49,Canal,181,2,81,5.1,58.35,14452,635079,843274,208195,6660.1,7.66,31
FARM_3866,Gujarat,Ahmedabad,Mustard,Rabi,10.1,295,24.1,65.6,7.8,7.08,41,82,68,53,Drip,179,2.5,85,3.65,39.66,14516,520532,575705,55173,6478.3,5.63,46.2
FARM_3867,Haryana,Karnal,Wheat,Rabi,6.5,454.6,24.2,47,6.6,7.3,46,148,49,41,Drip,209,2.9,81,4.67,30.88,14532,380306,448748,68442,6078.1,7.68,46.2
FARM_3868,Uttar Pradesh,Lucknow,Mustard,Rabi,10.9,410.7,22.7,59.4,8,7.05,51.6,85,56,53,Drip,158,2.8,89,4.6,48.31,14624,534295,706485,172190,6417.9,7.17,38.6
FARM_3869,Uttar Pradesh,Kanpur,Gram,Rabi,7.4,432.5,18.1,52.1,9.4,7.67,36.8,136,54,36,Rainfed,148,2.7,82,5.77,40.08,15224,493493,610178,116685,6797.9,8.49,32.3
FARM_3870,Haryana,Hisar,Mustard,Rabi,6.8,220.9,26.2,58.6,5.6,7.16,47.6,98,53,60,Canal,186,2.4,81,5.28,38.92,13951,422276,542973,120697,5635.4,9.37,43.2
FARM_3871,Karnataka,Shimoga,Gram,Rabi,7.3,350.1,21.8,61.5,6.9,6.72,35.7,125,61,44,Tube Well,182,2.6,91,5.17,38.87,16644,464666,646952,182286,6280.6,8.23,36.2
FARM_3872,Telangana,Medak,Gram,Rabi,8.6,457.7,23.2,45.7,6.9,6.96,57.6,127,71,43,Canal,238,2.6,90,5.02,43.81,16404,544918,718659,173741,6580.6,7.63,41.6
FARM_3873,Tamil Nadu,Coimbatore,Mustard,Rabi,7.7,353.1,26.9,52.4,8,6.64,42.1,148,67,30,Rainfed,170,2.3,83,5.3,40.69,14912,472952,606769,133817,4119.7,12.87,39.8
FARM_3874,Maharashtra,Aurangabad,Mustard,Rabi,5.4,399.5,18.9,68.3,6.9,6.77,56,88,45,39,Tube Well,155,2.9,91,5.88,31.53,17055,411171,537744,126573,5492.1,10.71,34.3
FARM_3875,Andhra Pradesh,Anantapur,Potato,Rabi,8.7,486.5,22.2,62.6,7.3,6.56,28.5,84,57,56,Sprinkler,176,3.5,85,5.71,50.89,16721,604556,850932,246376,5547.4,10.29,36.5
FARM_3876,Tamil Nadu,Tiruchirappalli,Gram,Rabi,4.3,427.2,23.5,56.8,6.4,6.8,61.3,126,79,55,Rainfed,153,1.9,80,4.15,20.08,14089,258483,282907,24424,6738.5,6.16,45.3
FARM_3877,Andhra Pradesh,Guntur,Gram,Rabi,5.3,511.8,24.9,65.9,7.3,6.11,49.9,97,71,58,Canal,206,1.8,80,4.9,24.15,11506,329401,277870,-51531,6782,7.23,31.4
FARM_3878,Punjab,Bathinda,Wheat,Rabi,8.9,444.6,22.6,64.4,5.3,6.36,46.8,126,56,41,Tube Well,192,2.2,85,5,42.35,16206,517584,686324,168740,5440.5,9.19,30.8
FARM_3879,Madhya Pradesh,Indore,Gram,Rabi,7.8,460.4,22.1,56.8,8.9,7.02,36.8,114,43,49,Rainfed,223,2.4,76,4.61,37.85,16372,448715,619680,170965,4336.7,10.63,42.2
FARM_3880,Punjab,Bathinda,Potato,Rabi,7.2,523.2,23.7,65.5,6.8,6.78,42.4,105,55,48,Sprinkler,206,2.2,91,5.22,36.65,15047,381681,551473,169792,4815.3,10.84,40
FARM_3881,Gujarat,Vadodara,Wheat,Rabi,10.6,448.2,27.8,64.1,6.7,6.49,48.6,120,39,30,Canal,142,2,95,6.12,66.71,16886,894965,1126465,231500,6848.2,8.94,45.3
FARM_3882,Gujarat,Rajkot,Mustard,Rabi,10.2,479,25.5,59.8,8.9,6.54,45.5,116,35,49,Drip,209,1.8,86,4.57,40.97,16220,525210,664533,139323,6401,7.14,41.1
FARM_3883,Karnataka,Dharwad,Gram,Rabi,7.4,614.7,23,55.2,8,6.6,54,134,42,56,Canal,176,2.4,87,4.93,37.07,16241,456426,602054,145628,6050.4,8.15,27.2
FARM_3884,Haryana,Karnal,Barley,Rabi,6.8,495.8,28.7,44.7,6.3,7.2,55.6,122,69,30,Drip,180,1.8,84,5.18,34.75,13267,455253,461028,5775,6717.3,7.71,36.9
FARM_3885,Uttar Pradesh,Lucknow,Mustard,Rabi,10,382.6,25.8,62.8,6.1,6.85,41.8,102,61,39,Drip,145,3.9,78,5.01,51.55,16576,680572,854493,173921,7465.1,6.71,35.4
FARM_3886,Haryana,Karnal,Barley,Rabi,7.6,546.5,23.4,43.8,7.2,6.88,31.5,129,69,22,Rainfed,158,1.6,81,4.85,38.75,13990,461268,542113,80845,6852.5,7.08,37.1
FARM_3887,Haryana,Kurukshetra,Barley,Rabi,7.5,405.7,25.2,54.6,7.2,7.44,33.6,138,45,33,Sprinkler,166,3.6,78,5.09,44.33,13969,577967,619246,41279,5938.4,8.57,41.3
FARM_3888,Andhra Pradesh,Kurnool,Barley,Rabi,9.5,486.2,25.9,62.9,5.8,7.08,41.9,83,51,34,Tube Well,176,1.2,85,4.43,43.14,13915,560960,600293,39333,4172.8,10.62,48.8
FARM_3889,Karnataka,Mysuru,Potato,Rabi,8,452.6,22.9,52.6,7.3,6.33,48.7,99,81,49,Tube Well,181,2.4,80,4.46,36.85,16172,412667,595938,183271,5170.8,8.63,30.8
FARM_3890,Andhra Pradesh,Kurnool,Potato,Rabi,8.4,492.7,23.6,58.5,8,6.77,48.1,110,32,43,Rainfed,116,2.6,84,4.31,35.77,15017,455062,537158,82096,6658.2,6.47,27.4
FARM_3891,Andhra Pradesh,Guntur,Gram,Rabi,6.1,329.6,24.9,64,8.5,7.23,43.1,140,50,37,Tube Well,141,3.6,85,5.52,31.65,15502,371108,490638,119530,6180.6,8.93,35.8
FARM_3892,Telangana,Medak,Wheat,Rabi,9.4,326.4,23.7,67.6,6.5,7.04,32.9,134,58,56,Sprinkler,141,2.5,83,6.59,55.91,14646,747717,818858,71141,6463.7,10.2,41
FARM_3893,Maharashtra,Pune,Gram,Rabi,10.4,522,27.7,64,7.5,7.26,42.4,121,49,55,Drip,184,3.3,75,5.29,60.52,14894,802983,901385,98402,6298.3,8.4,41.1
FARM_3894,Maharashtra,Solapur,Mustard,Rabi,9.1,392.3,25.1,46.5,7.2,6.06,41.6,125,65,49,Rainfed,185,2.3,66,4.78,38.43,14319,470773,550279,79506,5682.7,8.41,43.9
FARM_3895,Karnataka,Belagavi,Barley,Rabi,5.9,361.3,28.6,52.8,5.5,6.44,50,102,59,36,Tube Well,154,2.7,86,4.28,25.77,14149,295737,364620,68883,5780.6,7.4,42.2
FARM_3896,Uttar Pradesh,Kanpur,Wheat,Rabi,7.3,404.6,22.5,66.8,7.5,5.2,48.7,101,37,53,Sprinkler,171,2,80,2.08,15.14,15868,161174,240242,79068,6603.6,3.15,39
FARM_3897,Haryana,Ambala,Potato,Rabi,10.7,374.4,23.1,45.9,7.6,5.57,43,120,42,53,Drip,147,2.1,79,5.81,61.09,15039,719295,918733,199438,6541.1,8.88,44.4
FARM_3898,Karnataka,Dharwad,Mustard,Rabi,6.9,359.5,23.9,61.4,8.2,6.4,31.8,126,50,52,Sprinkler,120,2,76,5.75,43.63,13286,478750,579668,100918,6088.1,9.44,40.4
FARM_3899,Haryana,Ambala,Wheat,Rabi,5.1,523,24.2,60.9,9.2,6.49,41.4,110,62,38,Rainfed,120,2.5,88,4.68,24.98,13299,296435,332209,35774,5832.8,8.02,38.3
FARM_3900,Uttar Pradesh,Lucknow,Barley,Rabi,7.4,291.2,23.4,66.7,6.8,5.96,31.5,111,61,52,Canal,229,1.9,89,4.27,31.03,15364,342920,476745,133825,5011.4,8.52,38.6
FARM_3901,Uttar Pradesh,Agra,Mustard,Rabi,8.1,457.6,27.6,58.4,9,6.66,39.4,130,52,54,Drip,165,2.7,88,5.68,45.49,15447,581137,702684,121547,6342.2,8.96,39.1
FARM_3902,Andhra Pradesh,Chittoor,Gram,Rabi,8.4,393.3,23.7,57.6,7,6.18,39.6,135,76,31,Drip,142,2.9,80,4.97,43.04,13808,536452,594296,57844,5011,9.92,56
FARM_3903,Punjab,Amritsar,Potato,Rabi,6.6,531.5,21.5,57.4,10,6.45,49,132,57,56,Drip,178,2.7,87,4.51,29.6,16420,407509,486032,78523,6098.2,7.4,41.6
FARM_3904,Gujarat,Rajkot,Barley,Rabi,5.7,431.7,19.9,55.1,7.2,7.5,30.7,84,68,55,Canal,165,2.2,79,5.42,30.56,16190,367972,494766,126794,4506.6,12.03,35
FARM_3905,Haryana,Hisar,Gram,Rabi,9.8,401.6,22.5,38.6,7.2,6.51,46.3,99,66,29,Canal,166,2.2,74,5.29,54.86,15029,623189,824491,201302,6161.8,8.59,47.4
FARM_3906,Telangana,Sangareddy,Mustard,Rabi,11.3,561.1,25.6,49.1,6.1,6.91,42.8,97,61,61,Canal,175,2.1,77,5.42,60.5,16829,795181,1018155,222974,5732.9,9.45,44.8
FARM_3907,Telangana,Warangal,Mustard,Rabi,8.4,448.9,23.9,70.8,7.2,6.51,35.2,111,37,23,Sprinkler,154,2.4,81,5.51,48.39,15738,626299,761562,135263,4664.5,11.81,31.5
FARM_3908,Karnataka,Belagavi,Barley,Rabi,12.1,439.7,22.1,46.8,7.5,7.03,39.4,122,59,41,Sprinkler,145,3.2,77,5.15,57.58,13210,740319,760632,20313,7527.9,6.84,43.2
FARM_3909,Karnataka,Shimoga,Gram,Rabi,9.1,379.1,21.9,42.9,6,7.5,41.8,137,50,42,Drip,154,2.2,87,5.19,42.34,15619,569048,661308,92260,5299.6,9.79,51.4
FARM_3910,Haryana,Ambala,Wheat,Rabi,12,559,21,73.7,7.2,6.61,43.5,104,55,26,Rainfed,221,2.9,86,4.7,54.5,16514,705258,900013,194755,6390.6,7.35,24.7
FARM_3911,Punjab,Jalandhar,Potato,Rabi,8.9,380.3,25.8,58.9,7.8,6.82,34.6,98,61,42,Tube Well,125,1.8,78,5.19,48.94,15529,527752,759989,232237,5391,9.63,33.1
FARM_3912,Gujarat,Surat,Gram,Rabi,8.8,409.7,20.8,54.7,6.8,7.08,44.6,108,61,41,Rainfed,172,2,81,5.46,48.85,15903,576201,776862,200661,5278.4,10.34,40.7
FARM_3913,Madhya Pradesh,Bhopal,Mustard,Rabi,8.4,489.8,21.2,56.5,7,6.37,17.3,92,36,58,Tube Well,180,2.8,86,6.07,49.73,15268,581277,759278,178001,6753.3,8.99,33.5
FARM_3914,Gujarat,Vadodara,Mustard,Rabi,4.5,420.7,17.9,47.9,6,6.99,49.3,88,38,52,Drip,192,2.1,80,4.83,22.24,15474,261942,344142,82200,4759.2,10.15,29.8
FARM_3915,Andhra Pradesh,Kurnool,Barley,Rabi,8.8,487.1,23.9,51.3,7.6,6.96,45.4,138,43,18,Canal,219,2.3,86,4.49,41.21,16371,550191,674649,124458,6896.2,6.51,48.2
FARM_3916,Karnataka,Shimoga,Barley,Rabi,9.1,460.4,23.5,55.6,6.6,6.65,49.3,135,41,47,Canal,149,2.5,79,4.85,45.53,18081,562723,823228,260505,5550.7,8.74,51.2
FARM_3917,Karnataka,Raichur,Gram,Rabi,10.2,422.3,24.7,63.3,6.9,6.59,40.5,158,40,44,Rainfed,184,2.1,93,4.39,45.62,14561,585632,664273,78641,6685.3,6.57,42.5
FARM_3918,Karnataka,Shimoga,Mustard,Rabi,9.2,499,26.3,59.1,6.9,7.64,39.4,94,38,46,Tube Well,174,1.5,77,5.8,55.39,15963,759663,884191,124528,6943.6,8.35,47.7
FARM_3919,Tamil Nadu,Tiruchirappalli,Potato,Rabi,7.2,231.5,22.8,63.1,7.2,6.86,54.4,116,55,42,Drip,174,2.7,88,5.29,37.58,15670,485951,588879,102928,6862.6,7.71,46.1
FARM_3920,Maharashtra,Pune,Potato,Rabi,5.2,452.8,21.6,65.9,6,6.57,53.3,115,64,33,Rainfed,213,1.7,85,6.05,30.04,16291,342171,489382,147211,7028,8.61,70
FARM_3921,Haryana,Kurukshetra,Potato,Rabi,9.3,355,24.7,69.5,7.6,6.42,38.9,115,32,44,Drip,200,2.1,81,5.38,55.07,15284,648942,841690,192748,5962.8,9.02,39.4
FARM_3922,Telangana,Rangareddy,Wheat,Rabi,9.9,424.9,26.7,49.1,8.5,6.08,55.1,126,57,60,Sprinkler,191,1.6,72,5.29,47.68,15401,680245,734320,54075,6705.6,7.89,44.2
FARM_3923,Telangana,Nalgonda,Mustard,Rabi,8.6,497.6,25.9,57.6,6.7,6.07,49.3,105,63,47,Drip,216,2,88,4.35,35.02,14585,477797,510767,32970,5040.6,8.63,56.7
FARM_3924,Uttar Pradesh,Kanpur,Barley,Rabi,8.5,473.6,22.3,56,5.6,6.39,37.7,106,45,54,Sprinkler,182,1.8,90,5.28,41.72,17352,557443,723925,166482,6079.9,8.68,48.1
